sample,group,HMDB00001,HMDB00008,HMDB00042,HMDB00043,HMDB00060,HMDB00062,HMDB00064,HMDB00094,HMDB00097,HMDB00108,HMDB00122,HMDB00123,HMDB00131,HMDB00142,HMDB00148,HMDB00157,HMDB00158,HMDB00159,HMDB00161,HMDB00162,HMDB00167,HMDB00168,HMDB00172,HMDB00177,HMDB00182,HMDB00187,HMDB00190,HMDB00191,HMDB00214,HMDB00243,HMDB00254,HMDB00294,HMDB00357,HMDB00517,HMDB00562,HMDB00641,HMDB00687,HMDB00691,HMDB00696,HMDB00863,HMDB00883,HMDB00929,HMDB01659,HMDB01873,HMDB01875,HMDB01881,HMDB04983
A26,LD20,0.38096978557504874,0.6195175438596492,0.06566764132553606,2.9942738791423005,0.15874756335282655,0.34685672514619886,0.12341617933723198,0.22612085769980506,0.23330896686159847,0.34332358674463936,22.676413255360625,1.9619883040935673,8.3296783625731,0.1723927875243665,3.524610136452242,0.00402046783625731,0.006457115009746589,0.06408382066276803,0.03740253411306043,1.1942007797270957,0.30153508771929827,0.6987085769980507,0.23672027290448347,0.02168615984405458,0.18823099415204678,2.8339424951267054,0.06189083820662768,0.9147173489278753,0.0966130604288499,0.07309941520467836,0.030092592592592594,28.341983430799218,0.36147660818713456,1.8682992202729047,0.04422514619883041,0.4337231968810916,0.7229532163742691,0.3974171539961014,0.28435672514619886,0.0668859649122807,0.08272417153996102,0.06834795321637428,0.027534113060428852,0.018153021442495126,3.615618908382066,0,0.3161549707602339
B1,SD20,0.08247083949400362,0.1232134056185313,0.07310662066699523,1.1142598981435847,0,0.008214227041235419,0.01807129949071792,0.04033185477246591,0.00862493839329719,0.040413997042878264,3.1231312633481187,0.02505339247576803,0.18555938886150813,0.34787251519632,0.8373583045835388,2.4642681123706255e-4,9.035649745358962e-4,0.017907014949893215,0.03753901757844587,0.2024806965664531,0.09290290783637259,0.141695416461311,0.04057828158370297,0.16896665023821258,0.06341383275833744,0.4363397404304255,0.06045671102349268,0.2241662559553146,0.13816329883357975,0.0019714144898965004,0.018235584031542632,0.7831444061113849,0.026285526531953343,0.392393625759816,0.029653359618859863,1.0970100213569904,0.09668145227534089,0.009364218827008379,0,0.007310662066699523,0.0401675702316412,0.016510596352883197,0.006078528010514211,0.013471332347626087,0.003449975357318877,0,0.00977493017907015
B2,SD20,0.14390021296014602,0.20925869587262957,0.04365682993611195,1.4381908528546803,0.023679140046648416,0.12017036811682386,0.018405841192576818,0.035442652874961976,0.13629449345908126,0.07103742013994524,9.148615759050807,0.4784504614136497,2.596339113680154,0.1139843829226245,1.538282121488693,0.001216915120170368,0.005577527634114187,0.022157996146435453,0.05227664537065206,0.6583510800121692,0.26721427847074336,0.1828922016022716,0.06033870804178076,0.17548930128790186,0.09045735726599737,1.5507555014704393,0.10105465977081432,0.4050299158300375,0.04183145725585641,0,0.01794949802251293,20.526315789473685,0.06840077071290945,0.6991177365378766,0.04152722847581381,0.7795355440624684,0.17984991380184567,0.26858330798093505,0.03645674880843728,0.019318527532704594,0.062011966332015014,0.015160734205455837,0.019217117939357063,0.01805090761586046,0.9352499746476017,0.0012676199168441336,0.07631071899401683
B3,SD20,0.22725908135694986,0.2985589912939058,0.08848694085860102,1.3832182527769439,0.021540078054638246,0.0024016811768237767,0.06484539177424198,0.08968778144701291,0.011708195737015911,0.10582407685379766,5.962848994296007,0.060567397178024625,0.66413989792855,0.5811317922545782,1.4156409486640649,2.2515761032722905e-4,0.0030771540078054632,0.030096067247072953,0.057039927949564695,0.6362203542479736,0.2378414890423296,0.11693185229660764,0.09441609126388471,0.15716001200840587,0.21232362653857698,1.6894326028219753,0.0387271089762834,0.4064094866406484,0.20211648153707598,0.0327979585709997,0.07265085559891923,1.4149654758330832,0.09336535574902433,0.25135094566196337,0.0666466526568598,0.7363404383068148,0.2904533173221255,0.07655358751125789,0.033473431401981384,0.017712398679075356,0.08300810567397177,0.02311618132692885,0.013059141398979285,0.017712398679075356,0,6.754728309816872e-4,0.014184929450615431
B5,SD20,0.17515082956259428,0.4818533182503771,0.08399321266968326,3.922982654600302,0,5.184766214177979e-4,0.09544683257918553,0.10341251885369533,0.10779600301659124,0.09120475113122173,5.9104920814479645,0.21092571644042232,1.6863687782805432,0.4853883861236803,1.8085878582202113,7.070135746606336e-4,0,0,0.08667986425339368,0.7088046757164405,0.5496323529411764,0.5246040723981901,0.2677696078431373,0.3470493966817496,0.08314479638009051,2.18085407239819,0.17279411764705885,0.42199283559577677,0.16270739064856712,0.009426847662141781,0.06348981900452488,2.2737085218702866,0.18655731523378585,0.3689196832579186,0.07348227752639518,1.8859822775263955,0.39078996983408754,0.010746606334841629,0.04029977375565611,0.01970211161387632,0.13664215686274508,0.039875565610859726,0.01786387631975867,0.03813159879336351,0.10190422322775264,0,0.048265460030165915
B6,SD20,0,0.6034482758620691,0.2363193403298351,2.6782233883058475,0.08011619190404799,0,0.21514242878560721,0.11366191904047977,0.08020989505247376,0.2023050974512744,10.815685907046477,0.27445652173913043,1.4618628185907048,0.7361319340329836,2.463362068965518,4.685157421289356e-4,0,0.05584707646176912,0.041885307346326846,1.093328335832084,0.12678035982008998,0.25974512743628186,0.19237256371814096,0.4449025487256372,0.2065217391304348,3.6252811094452775,0.1011056971514243,0.5810532233883059,0.3377061469265368,0.0371064467766117,0.062031484257871077,2.2178598200899553,0.23219640179910048,0.7544977511244378,0.1687593703148426,1.6518928035982012,0.6585457271364318,0.14486506746626687,0.06671664167916043,0.0407608695652174,0.08798725637181411,0.08161544227886057,0.022020239880059973,0.021364317841079464,0.016398050974512746,0,0.041885307346326846
B8,SD20,0.20509250049731448,0.20827531330813606,0.13815396856972348,1.304953252436841,0.006564551422319475,0.09916451163715935,0.04177441814203302,0.02267754127710364,0.036602347324447976,0.09160533121145813,1.721404416152775,0.13427491545653472,0.5314302765068629,0.5299383330017903,2.1622239904515617,0.002387109608116172,0.0024865725084543466,0.04495723095285459,0.11865924010344141,0.3349910483389696,0.14282872488561765,0.08076387507459717,0.05510244678734831,0.3876069226178635,0.09498706982295603,0.9274915456534711,0.16431271135866318,0.8518997413964591,0.15416749552416947,9.946290033817386e-5,0.04943306146807241,3.250646508852198,0.048239506664014324,0.7092699423115179,0.03530932962005172,1.5369007360254625,0.1323851203501094,0.0327232942112592,0.028346926596379548,0.018699025263576686,0.06017505470459518,0.037199124726477024,0.021483986473045554,0.019196339765267554,0.4372389098866123,0.0010940919037199124,0.008553809429082952
B10,SD20,0.45847698995652825,0.511692399940039,0.1675161145255584,3.9318692849647725,0.04706940488682356,0.09766152001199223,0.13408784290211362,0.08934192774696446,0.14188277619547296,0.09473842002698246,6.82476390346275,0,2.5550142407435166,0.6828061759856093,2.439664218258132,5.996102533353321e-4,0,0.02833158447009444,0.08566931494528555,0.5285564383150952,0.2648778294108829,0.4839604257232799,0.23429770649078102,0.4213761055314046,0.3169689701693899,3.5862689251986213,0.09916054564533053,0.6747863888472493,0.19644730924898818,0.03492729725678309,0.09391395592864638,6.642032678758806,0.12172088142707241,0.32498875730774995,0.09818617898366062,2.3567681007345227,0.424599010643082,0.1412831659421376,0.0726277919352421,0.023384799880077946,0.12509368910208365,0.042797181831809326,0.04354669464847849,0.03335332034177784,0.0531404587018438,0,0.042797181831809326
C1,LD15,0,0.2603570455164895,0.06364131916053421,3.7326246933769416,0.03440992095938948,0.29510765876260564,0.4269555737258109,0.06268738075769964,0.30553284273644044,0.14458980648678113,16.98923412373944,2.32740528754429,7.2062551103843004,0.11208776233306078,1.1858135731807031,0.0024529844644317253,0,0,0.06548105750885799,0.4852820932134097,0.43247478877078227,3.1114745162169526,0.06636685745434724,0.2203597710547833,0.10854456255110385,2.349550286181521,0.19235486508585445,0.5331834287271736,0,0.003202507495230308,0.002112292177705097,17.537408013082587,0.14097846824747887,0.6107249931861543,0.2396429544835105,0.4140774052875443,0.15133551376396837,3.1036385936222404,0.029367675115835375,0.04578904333605888,0,0.012810029980921232,0.005042245843554102,0.012469337694194603,3.6339602071409103,0,0.6887435268465522
C3,LD15,0.30586186883343003,0.4072354420584252,0.12536273940800927,3.14296769201006,0.08347842909653705,0.010543625459469916,0.08086670535887018,0.09895531050493325,0.12478235635519443,0.1986844650802863,15.756239117817758,0.4777519829754304,3.2619462178371057,0.41149158444573414,3.147707486941381,5.803830528148577e-4,0.006674405107370865,0.09247436641516733,0.06887212226736313,1.9375120913136004,0.606016637647514,0.16124975817372797,0.24434126523505512,0.400077384407042,0.21416134648868254,3.6954923582898047,0.11007931901721803,1.155155736119172,0.2736506094022054,0.037434706906558333,0.08154381892048752,6.2554652737473395,0.19278390404333526,1.4413813116656993,0.22025536854323852,0.7619462178371058,0.8111820468175662,0.12961888179531825,0.2745211839814277,0.037434706906558333,0.15612304120719675,0.09518282066163668,0.01750822209324821,0.020990520410137357,0.09895531050493325,0,0.015670342426001158
C5,LD15,0.26286800545915384,0.7729576915578086,0.08008383700526418,2.5802300643400273,0.1323357379606161,0.47207057906024563,0.46524663677130046,0.6738155585884188,0.2910411386235134,0.19667576525638528,25.309806979918115,1.6041626047962565,7.727870930005849,0.10508871124975627,2.7802690582959637,0.0028270618054201595,0,0.061171768375901735,0.11995515695067265,2.218561123025931,0.21622148566972121,4.340417235328524,0.3802398128290115,0.3880873464612985,0.2312829011503217,2.7516085006823943,0.09168453889647103,4.482842659387795,0.06804445310976798,0,0.07940144277636967,15.26277052056931,0.23391499317605768,1.1314583739520376,0.1785435757457594,1.2851920452329888,0.7255312926496392,2.3684441411581205,0.2115422109573016,0.04425813998830182,0.1044550594657828,0.09339052446870734,0.05434782608695652,0.017547280171573407,3.1065997270423082,0,0.484256190290505
C6,LD15,0.267246835443038,0.339873417721519,0.14058544303797468,4.122626582278481,0,0,0.11091772151898734,0.10245253164556962,0.11455696202531647,0.09604430379746837,9.24129746835443,0.14145569620253165,3.4128955696202525,0.20712025316455698,2.5366297468354433,5.537974683544304e-4,0,0.052927215189873415,0.18283227848101266,0.6553797468354431,0.3943037974683544,0.4411392405063291,0.17175632911392405,0,0.1108386075949367,4.384256329113923,0.11052215189873417,0.8641613924050633,0.2049841772151899,0,0.05482594936708861,6.637183544303798,0.11155063291139242,0.9057753164556962,0.16242088607594937,1.9736550632911392,0.31811708860759497,0.056170886075949375,0.039240506329113925,0.028955696202531647,0.1596518987341772,0.06384493670886077,0.055617088607594935,0.0060917721518987345,0.09984177215189874,0.0018987341772151896,0.04841772151898734
C7,LD15,0.11529235382308846,0.4668665667166417,0.12136431784107947,3.271214392803598,0.042203898050974506,0.018365817091454274,0.11484257871064467,0.08958020989505247,0.10059970014992502,0.17233883058470764,9.915517241379309,0.3550974512743628,2.4456521739130435,0.38770614692653677,2.2363568215892053,8.995502248875561e-4,0,0.05539730134932534,0.06536731634182909,1.2155172413793103,0.553223388305847,0.260119940029985,0.24497751124437783,0.21274362818590703,0.3929535232383809,3.025562218890555,0.1530734632683658,0.6676911544227886,0.18643178410794603,0.04767616191904048,0.06401799100449775,3.609145427286357,0.1590704647676162,0.6502248875562218,0.06386806596701648,1.2182908545727136,0.5650674662668665,0.11559220389805097,0.17961019490254873,0.03523238380809595,0.1676911544227886,0.08598200899550225,0.0260119940029985,0.01791604197901049,0.08013493253373313,0,0.032758620689655175
C10,LD15,0.3381236779892995,0.4247853676745054,0.05692422545726017,1.667786487495334,0.11677242752270749,0.23037202936419063,0.0932561901206918,0.11372402637800176,0.12517108373771307,0.14644767948239393,18.474430757745427,1.0302973746422794,5.054809008336444,0.09014557670772677,2.5176060719173825,0.00167973124300112,0.007900958068931194,0.05263157894736842,0.09070548712206049,0.9008336443946746,0.32953838496951604,0.22782132636555927,0.2965658827920866,0.3121811621251711,0.20256314545228324,1.8488864003981587,0.11303969142714944,0.445999751150927,0.08591514246609432,0.0500186636804778,0.07851188254323753,9.246298370038572,0.16492472315540627,1.2698146074405874,0.004168221973373149,0,0.5569864377255195,0.38154784123429136,0.26682841856414086,0.03950479034465597,0.11471942267015056,0.062398905064078636,0.010078387458006719,0.015304217991787982,2.1962797063580943,0,0.18271743187756628
C11,LD15,0.2978465271458902,0.6766252148417754,0.07607926397735315,2.1582246486705086,0.1099989889798807,0.2965827519967648,0.4132544737640279,0.43817611970478215,0.18071984632494187,0.25326053988474373,16.879081993731674,0.8475887170154687,4.533262561924983,0.11555959963603275,1.9453543625518148,9.099181073703368e-4,0.003993529471236478,0.05130927105449399,0.1547366292589223,1.8580022242442624,0.41436659589525837,3.10696592862198,0.3199373167526034,0.06551410373066424,0.6573147305631383,1.0131432615509048,0.021029218481447783,2.598170053584066,0.5319482357698918,0.04564755838641189,0.08805985239106258,7.5230007077140835,0.28632089778586595,1.1447275300778486,0.1356283490041452,0.4659791729855424,0.7154483874229097,1.3516833484986353,0.4289252856131837,0.058234758871701556,0.1429582448690729,0.08811040339702761,0.011171772318269135,0,1.9013749873622487,0.00545950864422202,0.3327267212617531
D5,SD15,0.19150513112884834,0.13779931584948688,0.12075256556442418,1.1887685290763967,0.006499429874572406,0.014481185860889395,0.10017103762827821,0.03072976054732041,0.03586088939566705,0.046465222348916764,4.559179019384264,0.15781071835803875,0.7021664766248575,0.23255416191562142,0.8801596351197264,6.271379703534778e-4,0,0.02685290763968073,0.05769669327251995,0.3815279361459521,0.1846066134549601,0.08916761687571266,0.05039908779931585,0.18762827822120867,0.07662485746864311,0.7942417331812999,0.10997719498289625,0.27941847206385406,0.13665906499429875,0.014880273660205246,0.04982896237172178,0.5628848346636259,0.051767388825541626,0.35946408209806163,0.07611174458380844,0.5712086659064994,0.16978335233751427,0.012485746864310148,0.017616875712656785,0.007183580387685291,0.0539908779931585,0.028335233751425316,0.005074116305587229,0.009122006841505131,0.20507411630558725,3.9908779931584947e-4,0.0074686431014823265
D11,SD15,0,0.31004663816556555,0.05110765643218034,1.688107267780801,0.05664593859308201,0.23780606296152354,0.04556937427127866,0.07394092499028372,0.10396424407306647,0.09274193548387098,12.722842984842599,1.1499222697240576,5.428585308977848,0.05353672755538283,1.0228332685581034,0.0020890011659541394,0.009036144578313254,0.02739992226972406,0.04411193159735718,1.2056451612903227,0.17110376991838325,0.12631169840652937,0.15954139137193937,0.13549358725223476,0.06582782743878741,1.3595025262339682,0.03075204041974349,0.272493198600855,0,0.008647493198600855,0.014137193937038479,12.668577535950254,0.11266031869413139,0.4918383210260397,0.009813447337738049,0.024776525456665376,0.3191799455888069,0.3167508744656044,0.0767586474931986,0.02574815390594637,0.058394869801787805,0.027497085114652164,0.015011659541391375,0.0036921881072677814,2.2321706179556937,0,0.15385736494364555
D12,SD15,0.28232189973614774,0.30686015831134567,0.08469656992084433,1.42401055408971,0.04432717678100265,0.028759894459102903,0.12401055408970976,0.04722955145118733,0.030606860158311343,0.10382585751978893,2.652902374670185,0.11939313984168864,0.6600263852242744,0.2116094986807388,1.8600263852242747,3.9577836411609497e-4,0.014379947229551451,0.07598944591029025,0.12071240105540897,0.3405013192612138,0.09155672823218998,0.10131926121372031,0.09432717678100265,0.26068601583113454,0.47189973614775726,1.3844327176781004,0.1063324538258575,0.32941952506596306,0.2204485488126649,0.0212401055408971,0.09920844327176781,1.9463060686015832,0.11899736147757256,1.115831134564644,0.03496042216358839,0.29894459102902377,0.48601583113456465,0.05778364116094987,0.12691292875989446,0.014907651715039579,0.07941952506596306,0.039050131926121376,0.006596306068601583,0.012269129287598947,0.04472295514511873,0,0.006860158311345647
D16,SD15,0,0.3734298488396849,0.5293804556099638,2.343942942303598,0.011922503725782414,0.09708324462422824,0.12752820949542262,0.05450287417500532,0.04641260378965297,0.3526719182456888,0.46316797956142225,0.2723014690227805,0.3121141153928039,1.8335107515435385,2.3502235469448585,0.003299978709814776,0.008728975942090695,0.06482861400894188,0.09463487332339791,0.3004045135192676,0.1761762827336598,0.0336384926548861,0.23876942729401748,0.41590376836278475,0.2618692782627209,0.3808814136682989,4.180221417926337,0.3983393655524803,0.9721098573557589,0.04790291675537577,0.058867362146050664,0.5820736640408771,0.11847988077496274,0.4266553119012136,0.03800298062593145,0.09282520757930594,0.5272514370875027,0.059080263998296786,0.022248243559718966,0.12518628912071533,0.1678731104960613,0.06866084734937195,0.014903129657228018,0.02299340004258037,0.33766233766233766,0.007664466680860124,0.028954651905471574
D17,SD15,0.12504498020870816,0.11029147175242894,0.030646515533165407,1.0875614729519012,0.009775698692575267,0.01097517092479309,0.04701931150293871,0.02284994602374955,0.012294590380232699,0.0416216864579585,1.3491063931869975,0.06579105193714765,0.217764183759146,0.08180400623725562,0.8262564471632483,5.997361161089121e-5,4.7978889288712967e-4,0.034784694734316904,0.056015353244572394,0.17296389588581024,0.04264123785534365,0.0027587861341009955,0.06926952141057935,0,0.05679501019551398,0.5993163008276359,0.05781456159289913,0.1589900443804726,0.08744152572867939,0.025248890488185204,0.05847427132061893,0.5767662228619408,0.041921554516012954,0.23929471032745595,0.04144176562312582,0.12114669545400025,0.18873695573947463,0.02278997241213866,0.1126304426052537,0.007616648674583183,0.05313661988724961,0.025608732157850547,0.003778337531486146,0.0035984166966534724,0.018471872376154493,0,0.0077365958978049655
D18,SD15,0.15891912320483748,0.1264644746787604,0.035667044595616024,0.9169028722600151,0.02286470143613001,0.040674603174603176,0.0467687074829932,0.04029667422524565,0.015400604686318974,0.052910052910052914,4.050736961451247,0.20299508692365834,0.9049981103552532,0.04813869992441421,0.7265211640211641,3.779289493575208e-4,0.004109977324263038,0.03689531368102797,0.04421768707482993,0.14233749055177627,0.09476568405139833,0.11276455026455026,0.06325585789871505,0,0.16241496598639454,0.3493480725623583,0.0543745275888133,0.16463529856387002,0.09263983371126228,0.01832955404383976,0.0496031746031746,0.47685185185185186,0.042091836734693876,0.3191137566137566,0.015353363567649282,0.025888133030990173,0.24017384731670444,0.08078231292517007,0.1931689342403628,0.010487528344671202,0.050642479213907785,0.02787226001511716,0.002220332577475435,9.44822373393802e-4,0.5333994708994709,7.086167800453515e-4,0.01828231292517007
D20,SD15,0.08790297501814036,0.17844925883694412,0.04524722711723852,1.549808230537991,0.005442106354307039,0.019332434953871668,0.04193013372032757,0.038302062817456205,0.01290556649735669,0.04996371929097129,2.6259977194982898,0.06043329532497149,0.40085000518295844,0.1556442417331813,0.7811754949725304,1.036591686534674e-4,0,0.023737949621644036,0.07986938944749662,0.29288898103037214,0.1499429874572406,0.0696589613351301,0.08132061780864518,0,0.06872602881724889,0.7271172385197471,0.1680833419715974,0.14336063024774542,0.15585156007048823,0.017000103659168653,0.0569088835907536,1.2368612003731732,0.05602778065719913,0.13143982585259667,0.04136000829273349,0.1799523167824194,0.19762620503783562,0.02239038042914896,0.17580595003628072,0.00964030268477247,0.07696693272519954,0.02456722297087177,0.0037835596558515603,0.009070177257178399,0.01596351197263398,0,0.012698248160049757
